name;location;description
Yenice Ormanları;32.3694992,41.1906687;Dunyada 100 Turkiye'de ise 9 sicak noktasindan biri olan Yenine Ormanlari, barindirdigi yaban hayati ve bitki cesitliligiyle dikkat ceken, 1999 yilinda Dunya Dogayi Koruma Vakfi (WWF) tarafindan "Acil korunmasi gereken yer olarak ilan edildi. Yenice Ormanlari, mega kentlerin bunaltici havasi,hic bitmeyen insan ve arac trafiginden kacmak isteyenlerin adresi haline geldi. Ozellikle Ankara ve Istanbul'dan haftasonu bircok tur sirketi rotasini buraya ceviriyor...Burayi gezmek istediginizde baslangic noktasi olarak belirlenen Seker Kanyonu'ndan bahsetmeden gecemeyecegim.Karabuk-Yenice Karayolu'nun 3. kilometresinde yer alan Seker Mevkiinden baslayan kanyonun toplam uzunlugu 6,5 kilometre olup, 2 kilometre yol gecmekte ve sonra 4,5 kilometre. Kanyoning yapmaya elverisli uzun bir alana sahip kanyonda yer yer zorlu gecisler ve daralmalar olup, bazi yerlerde yuzmek zorunlu hale geliyor. Kanyon yuksekligi 100 metreden baslayip 250 metreye kadar yukselmektedir. Kanyonun kayaliklari kaya tirmanisina da uygundur.Dogal yapisi itibariyle, kanyoning, cadirli kamp, dagcilik, kaya tirmanisi, rafting gibi her turlu doga sporuna elverisli olan Yenice'de, ozellikle Karabuk-Yenice yolu uzerinde bulunan Seker Kanyonu, kanyoning yapmaya elverisli olmasinin yani sira, yuruyus parkurlari ile essiz doga guzellikleri arasinda sakin ve huzurlu yuruyus ve bisiklet turu imkani sunuyor. Kanyondan yukariya dogru devam ederseniz Incebacakoglu Koyu'ne ulasacaksiniz. Koyun hemen girisinde yine o koyden olan Adnan Kalayci Abi'nin isletmeciligini yaptigi alabalik restoranda gitmenizi oneririm.Kaynak: Blog: https://www.kampyerleri.org/karabuk-yenice-ormanlarinda-kamp-yerleri-tavsiyeler/https://www.instagram.com/fahime_mahdizad/
Bostancılar Göleti;32.9497406,41.4512669;HER GUN +1 KAMP YERI Eflani Bostancilar Goleti, Karabuk ili Eflani ilcesinin 1.5 km kuzeyinde bulunmaktadir. Bostancilar Goleti, Eflani Ilce merkezine en yakin golettir. Hemen hemen yurume mesafesindedir.Ilcenin kuzey batisinda Ovacalis-Sogucak yolu uzerinde yer alir. Eflani merkeze uzakligi 2-3 km. civarindadir. Yolu asfalttir. 1 km genislikte 20-25 m derinligindedir. Sacak deresinden beslenmektedir. Sulama amaciyla yapilmistir. Yapimina 1978 yilinda baslanmis, 1984 yilinda bitirilmistir. Goletin bulundugu alan golet yapilmadan once yerlesim bolgesiydi, burada bir okul bulunmaktaydi. Golet yapildiktan sonra bu okul golun sulari icinde kalmistir. Bostancilar Goleti'nde kamp ve doga sporlari yapilabilmektedir.  : @zeynepelaunall
Eğriova Göleti;32.4282557,41.0852506;Egriova Goleti Yenice Ormanlari'nin icerisinde bulunuyor. Agaclar icerisinde bozulmamis dogasiyla ve harika gol manzarasiyla sizleri bekleyen 1300 rakimli Keltepe'de bulunan golet kamp yapmak icin harika bir alana sahip.Kaynak: https://www.instagram.com/turgayozturk/
Çubuk Gölü;30.8355556,40.4808333;Cubuk Golu  Bolu'nun Goynuk ilcesinin 11 km kuzeyindedir. Kiyisinda Cubuk Koyu bulunan, etrafi guzel cam ormanlari ile kapli Cubuk Golu 15 hektar genisliginde ve ortalama 13 metre derinligindedir. Cubuk Golu, kayabasi tepesinden inen heyelanin vadiyi tikamasi sonucu olusmustur. Golde cok lezzetli sazan ve alabaliklari olta ile sezonda avlamak serbesttir. Gol etrafinda onceki yillarda cekimleri yapilan bir film icin insa edilen yel degirmenleri yoreye ayri bir guzellik katmaktadir. Tamamen dogal bir gol olan Cubuk golunde 1 adet Cafe Restaurant ve cevresinde yuruyus parkuru bulunmaktadir. Golden dogru Cubuk Yaylasi'na treking yapmak isteyenler icin ideal bir goldur. Cubuk Golu'nde kamp ve doga sporlari yapilabilmektedir.BLOG: https://www.kampyerleri.org/cubuk-golu-kamp-rehberi-goynuk-bolu/
Bölüklü Yaylası;31.6772733,41.0468429;Boluklu Yayla  Zonguldak'in Alapli ilcesi, Gumeli beldesinde bulunan yayla, sehrin en yuksek noktasi olan Bacakli Yayla'nin eteklerindedir. Burada halen yaylacilik gelenekleri surdurulmektedir. Boluklu Yayla'da kamp ve doga sporlari yapilabilmektedir. Boluklu Yayla Zonguldak'a 80, Alapli'ya 35 km uzakliktadir. : https://www.instagram.com/kuzeyingezginleri/
Çamiçi Yaylası Niksar Kamping;36.9756246,40.6377706;Niksar Kamping agaclar arasinda temiz havasi, gunesi ve guzel dogasiyla sizleri bekliyor.
Akgöl Mesire Ve Piknik Alanı;30.43526,40.8778326;Akgol, Sakarya'da Karasu ve Ferizli ilceleri arasinda, tatli sulu aluvyal set goludur. Golun 2,5 km kadar yakinindan gecen Sakarya nehrinin biriktirdigi aluvyonlarin etkisiyle olusmustur. Ferizli'ye bagli Golkent koyu uzerinden Sakarya merkeze uzakligi 38 km'dir. Kamp yapilabilir.
Erfelek Tatlıca Şelaleleri;34.7797537,41.8404088;Erfelek Tatlica Selaleleri su ana kadar gordugumuz en guzel selalelerden birisi diyebilirim. Dunyada esi benzeri olmayan Erfelek Tatlica Selaleleri'ne gidince kaynagindan su icmeden geri gelmeyin  28 farkli selaleden olusan Erfelek Tatlica Takim Selaleleri, Sinop'ta gezilecek yerler arasinda 1 numarada yer aliyor.Detayli yazi: http://www.kampyerleri.org/sinop-erfelek-tatlica-selaleleri-kamp-gezi-rehberi/
Filyos Plajı;32.7958846,41.7449888;Kure Daglari, dunyanin ve Turkiye'nin "olmeden once gorulmesi gereken yerler" listesinde yer aliyor. Karadeniz'de Bartin ve Kastamonu il sinirlari icinde yer alan Kure Daglari Milli Parki, 2000 yilinda milli park ilan edilerek Turkiye'nin 41 milli parkindan biri olmustur.Kaynak: https://www.instagram.com/birbasinagezgin/
Akgöl - Sinop;34.5960961000001,41.7000175;Sinop'un Ayancik ilcesine bagli ve yapay bir gol olan Akgol, kamp ve doga sporlari yapmak icin essiz guzellikte bir cennet. Akgol ayni zamanda Cangal Ormanlari icinde bulunmaktadir. Ayancik sinirlari icinde bulunan 1300 metre yukseklikte essiz guzellikteki Akgol, doga severlerin ilgisini cekmeye devam ediyor. Akgol'e giris ucretsiz.  Golun etrafinda kamp yapabilirsiniz. WC ve icme suyu var. Akgol'e gelmisken 8 km uzakliktaki Inalti Magarasi'na da ugramayi unutmayin.  : https://www.instagram.com/ucurtmakiz/
Taş Gölü Kamp Alanı;31.548406,41.342621;Zonguldak Eregli, Gokceler Koyu'nde 53 donum arazi uzerine kurulmus bir yer. Icinde yuruyus parkurlari, findik agaclari, dereler, selaleler, goletler, sik ormanlik alanlarla, guzel duzlukler var. Genis alana yayilmanin avantaji iste. Bu alanla ilgili en sevilen ozellik ise her bir kosesinden farkli bir tat aliniyor olmasi. 4 gunluk kamp boyunca 1 gece dere kenarinda, 1 gece ormanlik alanda, 1 gece de selale yaninda kamp yapilabiliyor ve buyuk keyif alabilirsiniz. Bazen bir kamp alaninda oldugunuzu unutuyorsunuz. Biliyorsunuz, temizlik kamp yapanlarin en hassas noktalarindan biridir. Isletmecileri dogaya saygi konusunda son derece hassaslar. Ozenle temiz tutulan bir tesis. Yerde sigara izmariti bile gormuyorsunuz. Bir diger hassa nokta ise kalabalik degil, sakin olmasidir. Onu da mekanin buyuklugu sayesinde rahatlikla cozuyorlar. Kalabalik zamaninda bile neredeyse kimseyi gormeden kamp yapma sansiniz var.Kaynak: https://www.instagram.com/etoyinekesifte/
TÜRKALİ PLAJI;35.0453138,42.0603816;Sinop'un doga harikasi Hamsilos Koyu, Turkiye' nin en kuzey noktasinda yer alir. Buzul Asindirmasi sonucu olusmus ve Dunya' da kendiliginden olusan tek koy ozelligini tasimaktadir. Koyun deniz ile birlestigi kisim oldukca genistir ic kisimlara ilerledikce daralir ve ormanlasir. Hamsilos'ta kamp yapmak icin mukemmel yerler vardir.
Akliman;35.0435972,42.0509179;Akliman, Sinop.Kaynak: https://www.instagram.com/mtahtaoglu/
Torkul Göleti;31.1728156,40.6799383;Duzce Merkez Ugurkoyu sinirlari icinde bulunan Torkul Goleti ve Yaylasi il merkezine 34 km mesafededir. Kamp ve trekking icin oldukca musaittir.Kaynak: https://www.instagram.com/ikilimonlucay/
Bolu Gölcük Tabiat Parkı;31.6264415,40.655948;Bolu'nun 13 km. guneyinde suni olarak yapilmis bir set goludur. Yukseltisi 1206 m. olan golun yuzeyi 4.5 Hektar, cevresi de yaklasik 1.300 metredir.
Abant Gölü Tabiat Parkı;31.2802434,40.6185213;Abant Golu, Bolu'nun 34 kilometre guney batisinda bulunan, yaklasik 1350 metre yukseklikte bulunan ve alani 125 hektari bulan bir heyelan set goludur. Sulari tatli olan golun, en derin yeri 18 m'dir.
Göksu Tabiat Parkı;31.6912735,40.6160218;Bolu Ili yakininda olan Goksu Tabiat Parki 24.12.1991 tarihinde 25 ha. alana sahip A Tipi Orman Ici Dinlenme Yeri olarak tescil edilmistir. Ulasim Bolu'ya 35 km, Seben'e 35 km, Gerede'ye 32 km, Kartalkaya'ya 20 km mesafededir. Rakimi 1400 metre ve mevcut tesisleri giris kontrol kulubesi, 2 adet su deposu,3 adet cesme, enerji nakil hatti ve trafo dur. Yeniden yapilanma kapsaminda Bakanlik Makaminin 11.07.2011 tarih ve 903 sayili olurlari ile statusu Tabiat Parkina cevrilmistir.Kaynak: https://www.instagram.com/aytugansafak/
Efteni Gölü;31.2617898,40.6932318;Samandere Selalesi Tabiat Aniti, Duzce ilinin merkez ilcesine bagli Samandere koyunde bulunan Samandere Selalesinin bulundugu alan. Duzce'nin 26 km guneydogusundadir.Kaynak: https://www.instagram.com/gezgin.ruhu/
Pürenli Yaylası;31.0506034,40.6488176;Purenli Yaylasi, Ortakoy, Taskesti, Bolu.Duzce Ili Taskesti Ilcesine bagli olan Purenli Yaylasi'nin rakimi 1.400 m'dir. Purenli Yaylasi'nda ne var ne yok neler yapabilirsiniz, nelere dikkat etmelisiniz .. Kamping isletme yok, otel yok, istediginiz yere cadirinizi kurup kamp yapabilirsiniz. Wc yok, isletme olmadigindan dolayi tuvalet bulunmamakta. . Sebeke yok ama Purenli yaylasindan Balikli yaylasina giden 3 km'lik yolun tam ortalarinda sebekeyi bulabilirsiniz bu noktada hat cekiyor. Market, cafe veya yiyecek satin alabileceginiz herhangi bir isletme yok. Cesme var, golun hemen yaninda gorebileceginiz bir noktada cesme bulunmakta. . Bol bol soguk var. 1400 metre rakimdan bahsediyoruz, temmuz ayinda tisortle duramazsiniz, mutlaka yaninizda kalin kiyafetleriniz kamp yapacaksaniz uyku tulumunuz mutlaka olsun...
Odayeri Yaylası;30.941051,40.882611;Seyir Kule Camping & Restaurant  Duzce merkeze 25 km, Cumayeri ilcesine ise yaklasik 2 km uzakliktadir. Seyir Kule Camping & Restaurant  huzur ortaminda agaclarin altinda siz doga severleri agirlamaya devam ediyor. Ailenizle guven icerisinde kamp yapabilir, birbirinden lezzetli yoresel urunlerden olusan serpme kahvaltiyi tadabilirsiniz. Ayrica  levrek, cupra, somon, Norvec somonu ve bolgeye ozel yayin baliginin da tadina bakmadan gitmeyin. Seyir Kule Camping & Restaurant'in kamp alaninda  tuvalet, elektrik, internet ve otopark gibi hizmetler bulunmaktadir. Isterseniz kendi kamp ekipmanlarinizla gelerek kamp yapabilir, isterseniz de alanda cadir, sisme yatak, sisme mat ve kamp lambasi gibi temel kamp ekipmanlarini kiralayarak kamp yapabilirsiniz. Ayrica tur ve gruplara ozel olarak Duzce merkezden veya Cumayeri merkezden ulasim saglanabilmektedir. Duzce'den Cumayeri'ne ise minibuslerle ulasim bulunmaktadir. Daha fazla bilgi icin asagidaki iletisim bilgilerini kullanabilir ve rezervasyon yaptirabilirsiniz.TELEFON: 0532 346 92 81 (Yalcin Bey)INSTAGRAM: https://www.instagram.com/seyirkule/
Sülüklü Göl Tabiat Parkı;30.8741532,40.5237655;Suluklu Gol, Bati Karadeniz Bolgesi'nde bulunan Bolu ili Mudurnu ilcesi Tavsansuyu koyu (eski adi:Akyokuskavagi) sinirlari icinde yer almaktadir. Golun yorede bilinen ismi Sarigolcuktur  ancak 1990'li yillarda koyun ismi gibi golun ismi de degistirilerek Suluklugol yapilmistir. Gol konum olarak Sakarya ile Bolu illerinin sinirini belirler. Suluklu gol koordinatlari 40-31 Kuzey 30-52 Dogu seklindedir. Bolu'nun Mudurnu ve Goynuk Ilcelerine, Sakarya'nin da Akyazi ilcesine bagli Dokurcun mahallesine siniri vardir. Suluklu gol'e Istanbul ve Ankara gibi buyuk illerden ulasim gayet kolaydir. Istanbul Suluklu gol arasi ortalama 200 kmdir ve yaklasik 3 saat kadar surmektedir. Sakarya'nin Akyazi ilcesine kadar otobandan gelinebilmekte ve Akyazi'dan sonra 32 km asfalt yoldan Suluklu gol yol ayrimina ulasilmaktadir. Suluklu Gol'de kamp ve doga sporlari yapabilirsiniz. Telefon cekmiyor, 9 km stabilize yol var. Tuvalet ve icme suyu var. Bol bol kurbaga sesleri var. Golde balik tutmak yasak.Kaynak: https://www.instagram.com/ucanobjektif/
Davlumbaz Yaylası;30.8609957,40.5251668;Davlumbaz Yaylasi, Sakarya ili, Akyazi ilcesi sinirlarinda bulunan yayladir. Suluklu Gol'un batisinda yer alir.Dokurcun, Haydarlar Koyu uzerinden 30 dakikada ulasilir. Sakarya merkezden 70 km'dir. Yore halkinin yayla evleri ve barakalari bulunur. Akyazi, Goynuk, Mudurnu ilce sinirlarinin ucgeninde yer alir.Suluklu Gol'u olusturan Hongurdak Deresi'nin sulari Davlumbaz Yaylasindan kaynaklanir. Kamp yapilabilen yaylada, elektrik ve icme suyu bulunur. Her yil Temmuz ayinin 1. haftasi yayla senlikleri yapilir. Yayla civarindan Suluklu Gol ve Cubuk Golu'nun ustten gorulme imkani vardir.
Topuk Yaylası Tabiat Parkı;29.6400251,39.863477;Duzce Ili Kaynasli Ilcesi Bickiyani Koyu mevkinde bulunan Topuk Yaylasi ve Goleti Duzce'ye 38 kilometre mesafededir. Rakimi 1.280 metre olan yayladan  Abant Golu, Odayeri Yaylasi, Sinekli Yaylasi ve Samandere Selalesi'ne ulasim imkani bulunmaktadir. Topuk Yaylasi'nda ormanin kokusu, ardindan goletle bulusan saricam, koknar, kayin gurgen agaclarinin goruntusu ile birlikte farkli bircok kus cesidinden doga konseri dinleyerek, patika yollarda bisiklet, golet cevresinde cadir kampi, trekking, foto-safari vb. aktiviteler yapilabilmektedir.Yaylada bulunan yayla goleti ortamla butunluk arz ederek buraya olan ilgiyi arttirmakta, dagdan cikan kaynak sulariyla beslenen golette  aynali sazan, kadincik ve Hollanda Sarisi gibi balik turleri yasamakta olup golette olta balikciligi yapma imkani vermektedir.Fenerbahce Spor Kulubu tarafindan hizmete acilan Topuk Yaylasi Tesisi dort bir yani yemyesil agaclar ile cevrili, UEFA standartlarina uygun ozellikleri ile spor ve eglence aktiviteleri icin pek cok imkan sunmaktadir.
Yanık yaylası;36.1534739,40.8037722;https://www.kampyerleri.org/amasya-kamp-alanlari/
Yedikır Baraj Gölü;35.3130841,41.2168384;Samsun ili Vezirkopru Ilcesi sinirlarinda yer alan Vezirsuyu Tabiat Parki, Samsun iline 133 km, Vezirkopru Ilcesine 23 km mesafededir. Sahaya Turkiye'nin ve Karadeniz Bolgesinin essiz kanyonlarindan Sahinkaya Kanyonu 7 km uzaklikta olup Tabiat Parkindan tekne ile geziler duzenlenmektedir.Kaynak: https://www.instagram.com/yasemin.byrm/
Kunduz Yaylası;35.0315807,41.1256867;Samsun vezirkopru ilcesinde yer alan kunduz yaylasi, cogunlugu vezirkopru az bir kismi da Corum Osmancik ilcesinde bulunur. Saricam ormanlarindan olusur. Bolgedeki koylulerin kullandigi yaylalardan meydana gelir. Geyik uretim tesisi de bulunan yaylada,sansli iseniz Dogaya salinan geyikler ile karsilasmaniz mumkundur. Ozellikle koylulerin bulundugu bolgelerde su kaynaklari vardir. Ozel kamp alani yoktur,her yere cadir kurulabilir. Yaban domuzu tehlikesi de mevcuttur,bu yuzden yer seciminde dikkat edilmelidir.Kaynak: instagram.com/sondagadamiKunduz Dagi ve Kunduz Yaylasi, Vezirkopru (Samsun) ilcesi sinirlari icinde kalmakta olup, Samsun'un guneybatisinda, Vezirkopru'nun batisinda yer almaktadir. Kunduz Dagi'na ulasim Vezirkopru sehir merkezinden 51 km.'lik asfalt bir yol ile saglanmaktadir. Vezirkopru, karayolu ile Samsun'a 115 km. uzakliktadir. Kunduz Yaylasi kamp icin uygundur.Kaynak: https://www.instagram.com/m.ali_yumusak/
Asarkale;35.7628047,41.3721148;Bafra Asarkale ve Kaya Mezarlari Bafra Ilcesi'nin 30 km. guneybatisinda, Kizilirmak Vadisi icerisinde ve Altinkaya Baraji yakinindadir. Bu alanlar kamp yapmak icin ideal noktalardandir.Kaynak: https://www.instagram.com/alban__kizi/
Gölalan Şelalesi;36.2792909,41.1680262;Samsun merkeze yaklasik 20 kilometre uzaklikta, Mert Irmagina bagli Akcay uzerinde olan Golalan Selalesi mukemmel bir dogaya sahiptir. Canik Daglari'nin buz gibi sulari bu selaleyle anlam kazanmaktadir.Kaynak: https://www.instagram.com/m.ali_yumusak/
Kabaceviz Şelalesi;36.5223849,41.0635627;Samsun'a uzakligi 32 km, Tekkekoy ilce merkezine uzakligi 22 km olan Kabaceviz Selaleleri bolgenin gorulmeye deger turizm alanlarindandir. Kabaceviz Selaleleri'nde kamp yapilmaktadir.Kaynak: https://www.instagram.com/yasemin.byrm/
Kadıncık Şelalesi;37.7205706,40.8708763;Ordu'ya 20 km uzaklikta olan Kadincik Selalesi, Ulubey ilcesine bagli Kadincik mahallesindedir. Selale'nin hemen yaninda 200 yillik degirmen bulunmaktadir. Selale yakinlarinda kamp yapilabilmektedir.Kaynak: https://www.instagram.com/sercantaskiran61/
Ayvacık Barajı;36.6359282,40.9784725;Ayvacik Baraji, Ayvacik, Samsun.Kaynak: https://www.instagram.com/melekbayramm/
Çınarsuyu Tabiat Parkı;37.8413129,41.0047916;Ordu ili, Boztepe'nin eteklerinde kurulu desek dogru olur. Denizden yuksekligi 530 metre olan Boztepe, Ordu'nun merkezini tum guzelligi ile gozler onune sermektedir. Il merkezi ile Boztepe merkez arasindaki uzaklik 6 kilometredir. Arac ile gidilebilen yol, asfalttir. Boztepe'de kamp yapilabilmektedir.Kaynak: https://www.instagram.com/mucahittopkaraoglu/
Gaga Gölü;37.6611543,40.8112108;Ohtamis Selalesi Ordu'nun Ulubey ilcesine bagli olan Ohtamis koyunde bulunan bir selaledir. Karadeniz'in en buyuk selalesidir. 30 metre yuksekligindedir. Dinlenme, kamp ve tatil icin cok uygundur.Kaynak: https://www.instagram.com/emrecinnn/
Çambaşı Kayak Merkezi;37.9398143,40.6352517;Cambasi Yaylasi  Ordu'ya 58 km uzaklikta bulunmaktadir. Ordu -Cambasi Kayak Merkezi yolu yilin 12 ayi acik ve ulasim sorunu yoktur. Cambasi Yaylasi  Karadeniz Bolgesi'nin en onemli yaylalarindandir. Hem yaz hem kis aylarinda turizm icin bulunmaz dogal guzellik ve ozelliklere sahiptir. Deniz seviyesinden 1,850 m. yukseklikte olan yayla'nin ulasimi, Ordu - Kabaduz - Cambasi guzergahini olusturan asfalt yol ile saglanmaktadir. Modern iki otel ve restoran mevcuttur. Carsisi, pazari, piknik yerleri, lokantalari vardir. Dogal guzellikleri ile muhtesemdir. Bu yorede butun doga sporlarini profesyonel olarak yapmak mumkundur. Sahil kesimindeki nufusun buyuk bir bolumu yaz mevsiminde bu yaylaya cikmaktadir. Ordu'nun 61 km. guneyinde olan bu yaylada, birkac tane alabalik uretim ciftligi vardir. 72 obasi ve 100 bin donumluk alani ile ulkemizin en genis yaylalarindan biridir.Sehir ile yayla arasinda duzenli olarak minibus seferleri duzenlenmektedir. Yaylada elektrik, telefon mevcuttur. Bakkal, kasap, et lokantalari, saglik ocagi ve Jandarma karakolu bulunmaktadir.CAMBASI KAYAK MERKEZIKabaduz ilce sinirlari icerisinde 2010 yilinda Cambasi Kayak Merkezi yapim calismalari baslatilmistir. Idare ile hizmet binasi, kafeterya ve Sosyal tesisler 2017 yilinda hizmete girmistir.Kaynak : https://www.instagram.com/nmutlu358/
Kuzalan Şelalesi Tabiat Parkı;38.3905327,40.6321038;Dogu Karadeniz Bolgesi'nin yeni turizm destinasyonlari arasinda kabul edilen Giresun'un Dereli ilcesi sinirlari icerisindeki Kuzalan Selalesi ve Mavi Gol, ziyaretci akinina ugruyor.Giresun'un Dereli ilcesinin Kuzalan koyu sinirlari icerisindeki yer alan tabiat parkinin icerisinde yer alan ve ismini de suyun goldeki renginden alan Mavi Gol'e ilgi yetkilileri harekete gecirdi.
Mavigöl - Dereli;38.3895779,40.6325109;Kirec taslari ve sodali suyun etkisiyle turkuaz renkte akan derede olusan Mavigol, Giresun-Sebinkarahisar yolu uzerinde yer aliyor.Giresun-Kuzalan Selalesi Milli Parkina 1 km uzaklikta olan Mavi Gol Kanyonu kamp yapmak icin oldukca ideal alanlar arasinda yer aliyor. Giresun'da sahil yolundaki tabeladan iceri 44 km mesafede. Dereli ilcesine 20 km mesafede. Geldiginizde gormeye deger 3-4 selale, travertenler, kanyonlar ve muhtesem goller var. : Kuzalan Selalesine yakin, alabalik ciftligine giderken cadir kurabileceginiz yerler mevcut. Erzaklari ilceden temin edebilirsiniz. Golde ve selalelerde yuzulebiliyor, hipotermi riski var, dikkat! Golun rengi suyunun sodali olusundan kaynaklaniyor, asiri derecede soguk olmasida bundan. Ardardina bir suru golcuk ve selaleler var. Manzara muhtesem, normal tatli suyla birlestigi yer ise gorulmeye deger. Kanyon yuruyusu icin pek elverisli degil, kayalar cok kaygan ve bataklik.: Uzulerek ve kizginlikla belirtiyorum ki HES projeleri kapsaminda dere boyunca yaklasik 5 tesis bulunmakta. Keske olmasa! : Belki 5 gunde anca tadina varabileceginiz bir guzellik, biz bitiremedik, yine gitmek icin bahane olsun diye!
Kök Ev;38.4068888,40.7856675;Kok Ev, Dereli, Giresun. (Not  kamp yapmak icin isletme sahibini arayarak izin alabilirsiniz.)Kaynak: https://www.instagram.com/milano_bsra/
Uluburun Plajı;38.624414,40.972603;Giresun'da gunesin tadini cikarip denize girmek icin tercih edilen Uluburun Plaji  Karadeniz'in en guzel sahillerinden birine ev sahipligi yapiyor. Degirmenagzi Koyu'nde bulunan Uluburun Plaji  Hisarustu mevkiide Kesap ilce merkezine ise 14 km uzaklikta bulunuyor. Giresun'da deniz kampi yapilabilecek yerler arasinda olan Uluburun Plaji'nda kamp alani isletmesi de bulunuyor. Plajinda denize girebilir isletme kisminda ise kampinizi huzur ortaminda yapabilirsiniz. Isletmede bircok ihtiyaciniza cozum bulabilirsiniz. WC, elektrik, dus, otopark ve daha bircok hizmet bulunmaktadir.  : https://www.instagram.com/karadeniz.drone/
Dereli Karagöl;38.1462908,40.529197;Karagol, Dereli, Giresun.Kaynak: https://www.instagram.com/erhanaydin_giresun/
Bektaş Yaylası;38.4379864,40.5598925;Kumbet Yaylasi'nin 1640 rakimli oldugunu, Dogu Karadeniz bolgesinde yer alan en meshur turistik yaylalardan birisi oldugunu ogrendik. Kumbet Yaylasi, Giresun'un Dereli ilcesinde bulunuyor.Detaylar: http://www.kampyerleri.org/giresunda-kamp-yapilacak-yerler-doga-yuruyusu-tavsiyeleri/
Şebinkarahisar Kılıçkaya Barajı;38.3234024,40.2069347;Kilickaya Baraji, Giresun'un Sebinkarahisar ilcesi ve Sivas'in Susehri ilcesi sinirinda bulunur. Kamp yapmak icin harika bir dogaya sahiptir.Detaylar: http://www.kampyerleri.org/giresunda-kamp-yapilacak-yerler-doga-yuruyusu-tavsiyeleri/
Ağaran Şelalesi;40.8088841,41.0449012;HER GUN +1 KAMP YERI Rize'nin Cayeli ilcesine 12 kilometre mesafedeki Agaran Selalesi, Sirt Koyu sinirlari icerisindedir. Ilce merkezinden Sairler Deresi yoluyla ulasilan selale guzergahinin son uc kilometresi, cay bahceleri arasindaki toprak bir yoldan devam etmektedir. Cok uzaklardan bile gorulebilen selale, adini yuksek ve sarp bir kayadan etrafa bembeyaz kopukler sacarak dusmesinden dolayi almistir. Bir golet olusturan Agaran Selalesi'nin en guzel fotograflarini hemen karsisindaki kucuk tepecikten cekebilirsiniz. Selale etrafinda kamp ve doga sporlari yapilabilmektedir.  : @haticeeicoz
Limni Gölü;39.4130659,40.6095869;Limni Golu, Gumushane'nin ilcesi olan Torul'a bagli Zigana Koyunde bulunan 1700 rakimli Saronay Yaylasindadir. Muhtesem guzelligi ile gorulmeye deger bir yer olmaktadir.
Handüzü Tabiat Parkı - Yaylası;40.6504011,40.8828257;Rize'nin Guneysu ilce merkezine 16 km. uzaklikta olan Handuzu Yaylasi 1800 metre yuksekliktedir. Merkeze yakin olmasi nedeniyle cok gelismis, kolay ulasilabilir olmasiyla populer olmus buyuk bir yayladir. Bu yayladan Guney ve Guneybati yonundeki pek cok yaylaya giden yollar gecmektedir.Kaynak: https://www.instagram.com/burakkazmaz/
Hıdırnebi Yaylası;39.436605,40.9581389;Hidirnebi Yaylasi, Trabzon'un Akcaabat ilcesi Metinkale Vadisi'nin uzantisi olan bir yayladir. 1600 metre yukseklikteki yaylada kamp yapmak, gun dogumu ve batimini seyretmek mukemmel zevklidir.Kaynak: https://www.instagram.com/61_omer_61/
Camiboğazı Yaylası;39.6444654,40.6007979;Kaynak: https://www.instagram.com/kemalcantimur/
Kadıralak Yaylası;39.3274498,40.8892416;Kadiralak Yaylasi, Tonya, Trabzon.Kaynak: https://www.instagram.com/ozgurr.cocukk/
Altındere Vadisi Milli Parkı;40.2699566,40.6201093;Uzungol'de ucretli kamp alanlari var. Fakat biz her zaman oldugu gibi parayi sevmedigimiz icin Karester Yaylasi yolu uzerinde tirmanis yaparken bir ahsap ev ve duzluk bularak hemen orada kamp yaptik. Uzungol, Trabzon ilinin Caykara ilcesine bagli turistik mahalle. Sik ormanlari ve dogal guzelligi ile ic ve dis turistleri cezbetmektedir. Adini kiyisinda bulundugu golden alir.DETAY: http://www.kampyerleri.org/uzungol-kamp-alani-uzungol-gezi-rehberi/
Garester (Karester) Yaylası;40.2666521,40.6047323;Trabzon Ili, Caykara Ilcesi'ndedir. Uzungol'e 14 kilometre uzaklikta ve 2270 metre yuksekliktedir. Garester Yaylasi, Dogu Karadeniz'in en temiz ve duzenli yaylalarindan biridir. Mukemmel konumu ve oldukca sarp olan kuzey yamacindan Uzungol'un gorunusu emsalsizdir. Yayla tum rekreatif ve turistik ozelliklerine karsi gecimini hayvanciliktan saglamaktadir.
Ayder Yaylası;41.1010553,40.954381;Karadeniz'de Rize'ye bagli Camlihemsin ilcesinin 19 kilometre guneydogusunda, deniz seviyesinden 1350 metre yukseklikte yer alan Ayder Yaylasi, ladin ve kayin ormanlariyla kaplidir. Turlu ciceklerden elde edilen bali ve sifali kaplicasiyla sirtini Kackar Daglari'na dayamis, yamaclari camla ortulu olan, cennet gorunumunde, harika dogal guzellikleri olan bir yayladir. Ayder Yaylasi'nda dilerseniz ucretli kamp alanlarinda, dilerseniz bos buldugunuz duzluklerde ucretsiz olarak kamp yapabilirsiniz.BLOG: https://www.kampyerleri.org/ayder-yaylasi-gezi-rehberi-camlihemsin-rize/Fotograf: https://www.instagram.com/eceersahin/
